country,date,cases,deaths,recovered,new_cases,new_deaths,new_recovered
Afghanistan,2023-02-08,208771,7896,0,0.0,0.0,0.0
Afghanistan,2023-02-09,208771,7896,0,0.0,0.0,0.0
Afghanistan,2023-02-10,208943,7896,0,172.0,0.0,0.0
Afghanistan,2023-02-11,208971,7896,0,28.0,0.0,0.0
Afghanistan,2023-02-12,208982,7896,0,11.0,0.0,0.0
Afghanistan,2023-02-13,209011,7896,0,29.0,0.0,0.0
Afghanistan,2023-02-14,209036,7896,0,25.0,0.0,0.0
Afghanistan,2023-02-15,209056,7896,0,20.0,0.0,0.0
Afghanistan,2023-02-16,209072,7896,0,16.0,0.0,0.0
Afghanistan,2023-02-17,209083,7896,0,11.0,0.0,0.0
Afghanistan,2023-02-18,209084,7896,0,1.0,0.0,0.0
Afghanistan,2023-02-19,209107,7896,0,23.0,0.0,0.0
Afghanistan,2023-02-20,209153,7896,0,46.0,0.0,0.0
Afghanistan,2023-02-21,209181,7896,0,28.0,0.0,0.0
Afghanistan,2023-02-22,209181,7896,0,0.0,0.0,0.0
Afghanistan,2023-02-23,209215,7896,0,34.0,0.0,0.0
Afghanistan,2023-02-24,209230,7896,0,15.0,0.0,0.0
Afghanistan,2023-02-25,209246,7896,0,16.0,0.0,0.0
Afghanistan,2023-02-26,209274,7896,0,28.0,0.0,0.0
Afghanistan,2023-02-27,209308,7896,0,34.0,0.0,0.0
Afghanistan,2023-02-28,209322,7896,0,14.0,0.0,0.0
Afghanistan,2023-03-01,209340,7896,0,18.0,0.0,0.0
Afghanistan,2023-03-02,209358,7896,0,18.0,0.0,0.0
Afghanistan,2023-03-03,209362,7896,0,4.0,0.0,0.0
Afghanistan,2023-03-04,209369,7896,0,7.0,0.0,0.0
Afghanistan,2023-03-05,209390,7896,0,21.0,0.0,0.0
Afghanistan,2023-03-06,209406,7896,0,16.0,0.0,0.0
Afghanistan,2023-03-07,209436,7896,0,30.0,0.0,0.0
Afghanistan,2023-03-08,209451,7896,0,15.0,0.0,0.0
Afghanistan,2023-03-09,209451,7896,0,0.0,0.0,0.0
Albania,2023-02-08,334222,3596,0,0.0,0.0,0.0
Albania,2023-02-09,334229,3596,0,7.0,0.0,0.0
Albania,2023-02-10,334229,3596,0,0.0,0.0,0.0
Albania,2023-02-11,334234,3596,0,5.0,0.0,0.0
Albania,2023-02-12,334255,3596,0,21.0,0.0,0.0
Albania,2023-02-13,334255,3596,0,0.0,0.0,0.0
Albania,2023-02-14,334264,3596,0,9.0,0.0,0.0
Albania,2023-02-15,334264,3596,0,0.0,0.0,0.0
Albania,2023-02-16,334273,3596,0,9.0,0.0,0.0
Albania,2023-02-17,334291,3596,0,18.0,0.0,0.0
Albania,2023-02-18,334305,3596,0,14.0,0.0,0.0
Albania,2023-02-19,334314,3596,0,9.0,0.0,0.0
Albania,2023-02-20,334315,3596,0,1.0,0.0,0.0
Albania,2023-02-21,334336,3596,0,21.0,0.0,0.0
Albania,2023-02-22,334336,3598,0,0.0,2.0,0.0
Albania,2023-02-23,334345,3598,0,9.0,0.0,0.0
Albania,2023-02-24,334356,3598,0,11.0,0.0,0.0
Albania,2023-02-25,334373,3598,0,17.0,0.0,0.0
Albania,2023-02-26,334378,3598,0,5.0,0.0,0.0
Albania,2023-02-27,334380,3598,0,2.0,0.0,0.0
Albania,2023-02-28,334391,3598,0,11.0,0.0,0.0
Albania,2023-03-01,334408,3598,0,17.0,0.0,0.0
Albania,2023-03-02,334408,3598,0,0.0,0.0,0.0
Albania,2023-03-03,334427,3598,0,19.0,0.0,0.0
Albania,2023-03-04,334427,3598,0,0.0,0.0,0.0
Albania,2023-03-05,334427,3598,0,0.0,0.0,0.0
Albania,2023-03-06,334427,3598,0,0.0,0.0,0.0
Albania,2023-03-07,334427,3598,0,0.0,0.0,0.0
Albania,2023-03-08,334443,3598,0,16.0,0.0,0.0
Albania,2023-03-09,334457,3598,0,14.0,0.0,0.0
Algeria,2023-02-08,271403,6881,0,0.0,0.0,0.0
Algeria,2023-02-09,271406,6881,0,3.0,0.0,0.0
Algeria,2023-02-10,271406,6881,0,0.0,0.0,0.0
Algeria,2023-02-11,271409,6881,0,3.0,0.0,0.0
Algeria,2023-02-12,271409,6881,0,0.0,0.0,0.0
Algeria,2023-02-13,271409,6881,0,0.0,0.0,0.0
Algeria,2023-02-14,271409,6881,0,0.0,0.0,0.0
Algeria,2023-02-15,271421,6881,0,12.0,0.0,0.0
Algeria,2023-02-16,271424,6881,0,3.0,0.0,0.0
Algeria,2023-02-17,271424,6881,0,0.0,0.0,0.0
Algeria,2023-02-18,271425,6881,0,1.0,0.0,0.0
Algeria,2023-02-19,271425,6881,0,0.0,0.0,0.0
Algeria,2023-02-20,271426,6881,0,1.0,0.0,0.0
Algeria,2023-02-21,271428,6881,0,2.0,0.0,0.0
Algeria,2023-02-22,271431,6881,0,3.0,0.0,0.0
Algeria,2023-02-23,271432,6881,0,1.0,0.0,0.0
Algeria,2023-02-24,271436,6881,0,4.0,0.0,0.0
Algeria,2023-02-25,271439,6881,0,3.0,0.0,0.0
Algeria,2023-02-26,271440,6881,0,1.0,0.0,0.0
Algeria,2023-02-27,271440,6881,0,0.0,0.0,0.0
Algeria,2023-02-28,271441,6881,0,1.0,0.0,0.0
Algeria,2023-03-01,271448,6881,0,7.0,0.0,0.0
Algeria,2023-03-02,271463,6881,0,15.0,0.0,0.0
Algeria,2023-03-03,271469,6881,0,6.0,0.0,0.0
Algeria,2023-03-04,271469,6881,0,0.0,0.0,0.0
Algeria,2023-03-05,271477,6881,0,8.0,0.0,0.0
Algeria,2023-03-06,271477,6881,0,0.0,0.0,0.0
Algeria,2023-03-07,271490,6881,0,13.0,0.0,0.0
Algeria,2023-03-08,271494,6881,0,4.0,0.0,0.0
Algeria,2023-03-09,271496,6881,0,2.0,0.0,0.0
Andorra,2023-02-08,47850,165,0,0.0,0.0,0.0
Andorra,2023-02-09,47860,165,0,10.0,0.0,0.0
Andorra,2023-02-10,47860,165,0,0.0,0.0,0.0
Andorra,2023-02-11,47860,165,0,0.0,0.0,0.0
Andorra,2023-02-12,47860,165,0,0.0,0.0,0.0
Andorra,2023-02-13,47860,165,0,0.0,0.0,0.0
Andorra,2023-02-14,47860,165,0,0.0,0.0,0.0
Andorra,2023-02-15,47860,165,0,0.0,0.0,0.0
Andorra,2023-02-16,47866,165,0,6.0,0.0,0.0
Andorra,2023-02-17,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-18,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-19,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-20,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-21,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-22,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-23,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-24,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-25,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-26,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-27,47866,165,0,0.0,0.0,0.0
Andorra,2023-02-28,47866,165,0,0.0,0.0,0.0
Andorra,2023-03-01,47875,165,0,9.0,0.0,0.0
Andorra,2023-03-02,47875,165,0,0.0,0.0,0.0
Andorra,2023-03-03,47875,165,0,0.0,0.0,0.0
Andorra,2023-03-04,47875,165,0,0.0,0.0,0.0
Andorra,2023-03-05,47875,165,0,0.0,0.0,0.0
Andorra,2023-03-06,47875,165,0,0.0,0.0,0.0
Andorra,2023-03-07,47875,165,0,0.0,0.0,0.0
Andorra,2023-03-08,47890,165,0,15.0,0.0,0.0
Andorra,2023-03-09,47890,165,0,0.0,0.0,0.0
Angola,2023-02-08,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-09,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-10,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-11,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-12,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-13,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-14,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-15,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-16,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-17,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-18,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-19,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-20,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-21,105184,1931,0,0.0,0.0,0.0
Angola,2023-02-22,105205,1931,0,21.0,0.0,0.0
Angola,2023-02-23,105205,1931,0,0.0,0.0,0.0
Angola,2023-02-24,105205,1931,0,0.0,0.0,0.0
Angola,2023-02-25,105205,1931,0,0.0,0.0,0.0
Angola,2023-02-26,105205,1931,0,0.0,0.0,0.0
Angola,2023-02-27,105255,1933,0,50.0,2.0,0.0
Angola,2023-02-28,105255,1933,0,0.0,0.0,0.0
Angola,2023-03-01,105277,1933,0,22.0,0.0,0.0
Angola,2023-03-02,105277,1933,0,0.0,0.0,0.0
Angola,2023-03-03,105277,1933,0,0.0,0.0,0.0
Angola,2023-03-04,105277,1933,0,0.0,0.0,0.0
Angola,2023-03-05,105277,1933,0,0.0,0.0,0.0
Angola,2023-03-06,105277,1933,0,0.0,0.0,0.0
Angola,2023-03-07,105277,1933,0,0.0,0.0,0.0
Angola,2023-03-08,105288,1933,0,11.0,0.0,0.0
Angola,2023-03-09,105288,1933,0,0.0,0.0,0.0
Antarctica,2023-02-08,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-09,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-10,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-11,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-12,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-13,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-14,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-15,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-16,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-17,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-18,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-19,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-20,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-21,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-22,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-23,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-24,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-25,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-26,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-27,11,0,0,0.0,0.0,0.0
Antarctica,2023-02-28,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-01,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-02,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-03,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-04,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-05,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-06,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-07,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-08,11,0,0,0.0,0.0,0.0
Antarctica,2023-03-09,11,0,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-08,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-09,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-10,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-11,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-12,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-13,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-14,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-15,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-16,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-17,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-18,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-19,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-20,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-21,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-22,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-23,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-24,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-25,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-26,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-27,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-02-28,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-01,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-02,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-03,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-04,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-05,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-06,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-07,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-08,9106,146,0,0.0,0.0,0.0
Antigua and Barbuda,2023-03-09,9106,146,0,0.0,0.0,0.0
Argentina,2023-02-08,10040329,130437,0,0.0,0.0,0.0
Argentina,2023-02-09,10040329,130437,0,0.0,0.0,0.0
Argentina,2023-02-10,10040329,130437,0,0.0,0.0,0.0
Argentina,2023-02-11,10040329,130437,0,0.0,0.0,0.0
Argentina,2023-02-12,10040329,130437,0,0.0,0.0,0.0
Argentina,2023-02-13,10042136,130448,0,1807.0,11.0,0.0
Argentina,2023-02-14,10042136,130448,0,0.0,0.0,0.0
Argentina,2023-02-15,10042136,130448,0,0.0,0.0,0.0
Argentina,2023-02-16,10042136,130448,0,0.0,0.0,0.0
Argentina,2023-02-17,10042136,130448,0,0.0,0.0,0.0
Argentina,2023-02-18,10042136,130448,0,0.0,0.0,0.0
Argentina,2023-02-19,10042136,130448,0,0.0,0.0,0.0
Argentina,2023-02-20,10043308,130458,0,1172.0,10.0,0.0
Argentina,2023-02-21,10043308,130458,0,0.0,0.0,0.0
Argentina,2023-02-22,10043308,130458,0,0.0,0.0,0.0
Argentina,2023-02-23,10043308,130458,0,0.0,0.0,0.0
Argentina,2023-02-24,10043308,130458,0,0.0,0.0,0.0
Argentina,2023-02-25,10043308,130458,0,0.0,0.0,0.0
Argentina,2023-02-26,10043308,130458,0,0.0,0.0,0.0
Argentina,2023-02-27,10044125,130463,0,817.0,5.0,0.0
Argentina,2023-02-28,10044125,130463,0,0.0,0.0,0.0
Argentina,2023-03-01,10044125,130463,0,0.0,0.0,0.0
Argentina,2023-03-02,10044125,130463,0,0.0,0.0,0.0
Argentina,2023-03-03,10044125,130463,0,0.0,0.0,0.0
Argentina,2023-03-04,10044125,130463,0,0.0,0.0,0.0
Argentina,2023-03-05,10044125,130463,0,0.0,0.0,0.0
Argentina,2023-03-06,10044957,130472,0,832.0,9.0,0.0
Argentina,2023-03-07,10044957,130472,0,0.0,0.0,0.0
Argentina,2023-03-08,10044957,130472,0,0.0,0.0,0.0
Argentina,2023-03-09,10044957,130472,0,0.0,0.0,0.0
Armenia,2023-02-08,446309,8719,0,0.0,0.0,0.0
Armenia,2023-02-09,446332,8719,0,23.0,0.0,0.0
Armenia,2023-02-10,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-11,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-12,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-13,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-14,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-15,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-16,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-17,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-18,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-19,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-20,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-21,446332,8719,0,0.0,0.0,0.0
Armenia,2023-02-22,446819,8721,0,487.0,2.0,0.0
Armenia,2023-02-23,446819,8721,0,0.0,0.0,0.0
Armenia,2023-02-24,446819,8721,0,0.0,0.0,0.0
Armenia,2023-02-25,446819,8721,0,0.0,0.0,0.0
Armenia,2023-02-26,446819,8721,0,0.0,0.0,0.0
Armenia,2023-02-27,446819,8721,0,0.0,0.0,0.0
Armenia,2023-02-28,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-01,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-02,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-03,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-04,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-05,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-06,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-07,446819,8721,0,0.0,0.0,0.0
Armenia,2023-03-08,447308,8727,0,489.0,6.0,0.0
Armenia,2023-03-09,447308,8727,0,0.0,0.0,0.0
Australia,2023-02-08,230607,157,0,0.0,0.0,0.0
Australia,2023-02-08,3882001,6304,0,3651394.0,6147.0,0.0
Australia,2023-02-08,104566,87,0,-3777435.0,-6217.0,0.0
Australia,2023-02-08,1785982,2677,0,1681416.0,2590.0,0.0
Australia,2023-02-08,875164,1244,0,-910818.0,-1433.0,0.0
Australia,2023-02-08,284940,247,0,-590224.0,-997.0,0.0
Australia,2023-02-08,2864982,7181,0,2580042.0,6934.0,0.0
Australia,2023-02-08,1284662,931,0,-1580320.0,-6250.0,0.0
Australia,2023-02-09,231041,157,0,-1053621.0,-774.0,0.0
Australia,2023-02-09,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-09,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-09,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-09,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-09,284940,247,0,-591782.0,-1086.0,0.0
Australia,2023-02-09,2867906,7232,0,2582966.0,6985.0,0.0
Australia,2023-02-09,1284662,931,0,-1583244.0,-6301.0,0.0
Australia,2023-02-10,231041,157,0,-1053621.0,-774.0,0.0
Australia,2023-02-10,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-10,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-10,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-10,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-10,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-10,2867906,7232,0,2582607.0,6985.0,0.0
Australia,2023-02-10,1286745,938,0,-1581161.0,-6294.0,0.0
Australia,2023-02-11,231041,157,0,-1055704.0,-781.0,0.0
Australia,2023-02-11,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-11,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-11,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-11,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-11,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-11,2867906,7232,0,2582607.0,6985.0,0.0
Australia,2023-02-11,1286745,938,0,-1581161.0,-6294.0,0.0
Australia,2023-02-12,231041,157,0,-1055704.0,-781.0,0.0
Australia,2023-02-12,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-12,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-12,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-12,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-12,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-12,2867906,7232,0,2582607.0,6985.0,0.0
Australia,2023-02-12,1286745,938,0,-1581161.0,-6294.0,0.0
Australia,2023-02-13,231041,157,0,-1055704.0,-781.0,0.0
Australia,2023-02-13,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-13,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-13,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-13,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-13,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-13,2867906,7232,0,2582607.0,6985.0,0.0
Australia,2023-02-13,1286745,938,0,-1581161.0,-6294.0,0.0
Australia,2023-02-14,231041,157,0,-1055704.0,-781.0,0.0
Australia,2023-02-14,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-14,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-14,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-14,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-14,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-14,2867906,7232,0,2582607.0,6985.0,0.0
Australia,2023-02-14,1286745,938,0,-1581161.0,-6294.0,0.0
Australia,2023-02-15,231041,157,0,-1055704.0,-781.0,0.0
Australia,2023-02-15,3888402,6366,0,3657361.0,6209.0,0.0
Australia,2023-02-15,104725,87,0,-3783677.0,-6279.0,0.0
Australia,2023-02-15,1789502,2710,0,1684777.0,2623.0,0.0
Australia,2023-02-15,876722,1333,0,-912780.0,-1377.0,0.0
Australia,2023-02-15,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-15,2867906,7232,0,2582607.0,6985.0,0.0
Australia,2023-02-15,1286745,938,0,-1581161.0,-6294.0,0.0
Australia,2023-02-16,231041,157,0,-1055704.0,-781.0,0.0
Australia,2023-02-16,3894431,6417,0,3663390.0,6260.0,0.0
Australia,2023-02-16,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-16,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-16,876722,1333,0,-916423.0,-1401.0,0.0
Australia,2023-02-16,285299,247,0,-591423.0,-1086.0,0.0
Australia,2023-02-16,2871225,7286,0,2585926.0,7039.0,0.0
Australia,2023-02-16,1286745,938,0,-1584480.0,-6348.0,0.0
Australia,2023-02-17,231529,224,0,-1055216.0,-714.0,0.0
Australia,2023-02-17,3894431,6417,0,3662902.0,6193.0,0.0
Australia,2023-02-17,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-17,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-17,878436,1322,0,-914709.0,-1412.0,0.0
Australia,2023-02-17,285299,250,0,-593137.0,-1072.0,0.0
Australia,2023-02-17,2871225,7286,0,2585926.0,7036.0,0.0
Australia,2023-02-17,1288808,942,0,-1582417.0,-6344.0,0.0
Australia,2023-02-18,231529,224,0,-1057279.0,-718.0,0.0
Australia,2023-02-18,3894431,6417,0,3662902.0,6193.0,0.0
Australia,2023-02-18,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-18,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-18,878436,1322,0,-914709.0,-1412.0,0.0
Australia,2023-02-18,285299,250,0,-593137.0,-1072.0,0.0
Australia,2023-02-18,2871225,7286,0,2585926.0,7036.0,0.0
Australia,2023-02-18,1288808,942,0,-1582417.0,-6344.0,0.0
Australia,2023-02-19,231529,224,0,-1057279.0,-718.0,0.0
Australia,2023-02-19,3894431,6417,0,3662902.0,6193.0,0.0
Australia,2023-02-19,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-19,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-19,878436,1322,0,-914709.0,-1412.0,0.0
Australia,2023-02-19,285299,250,0,-593137.0,-1072.0,0.0
Australia,2023-02-19,2871225,7286,0,2585926.0,7036.0,0.0
Australia,2023-02-19,1288808,942,0,-1582417.0,-6344.0,0.0
Australia,2023-02-20,231529,224,0,-1057279.0,-718.0,0.0
Australia,2023-02-20,3894431,6417,0,3662902.0,6193.0,0.0
Australia,2023-02-20,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-20,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-20,878436,1322,0,-914709.0,-1412.0,0.0
Australia,2023-02-20,285299,250,0,-593137.0,-1072.0,0.0
Australia,2023-02-20,2871225,7286,0,2585926.0,7036.0,0.0
Australia,2023-02-20,1288808,942,0,-1582417.0,-6344.0,0.0
Australia,2023-02-21,231529,224,0,-1057279.0,-718.0,0.0
Australia,2023-02-21,3894431,6417,0,3662902.0,6193.0,0.0
Australia,2023-02-21,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-21,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-21,878436,1322,0,-914709.0,-1412.0,0.0
Australia,2023-02-21,285299,250,0,-593137.0,-1072.0,0.0
Australia,2023-02-21,2871225,7286,0,2585926.0,7036.0,0.0
Australia,2023-02-21,1288808,942,0,-1582417.0,-6344.0,0.0
Australia,2023-02-22,231529,224,0,-1057279.0,-718.0,0.0
Australia,2023-02-22,3894431,6417,0,3662902.0,6193.0,0.0
Australia,2023-02-22,104825,90,0,-3789606.0,-6327.0,0.0
Australia,2023-02-22,1793145,2734,0,1688320.0,2644.0,0.0
Australia,2023-02-22,878436,1322,0,-914709.0,-1412.0,0.0
Australia,2023-02-22,285299,250,0,-593137.0,-1072.0,0.0
Australia,2023-02-22,2871225,7286,0,2585926.0,7036.0,0.0
Australia,2023-02-22,1288808,942,0,-1582417.0,-6344.0,0.0
Australia,2023-02-23,232018,224,0,-1056790.0,-718.0,0.0
Australia,2023-02-23,3900969,6464,0,3668951.0,6240.0,0.0
Australia,2023-02-23,104931,90,0,-3796038.0,-6374.0,0.0
Australia,2023-02-23,1796633,2760,0,1691702.0,2670.0,0.0
Australia,2023-02-23,880207,1322,0,-916426.0,-1438.0,0.0
Australia,2023-02-23,285299,250,0,-594908.0,-1072.0,0.0
Australia,2023-02-23,2874262,7317,0,2588963.0,7067.0,0.0
Australia,2023-02-23,1291077,944,0,-1583185.0,-6373.0,0.0
Australia,2023-02-24,232018,224,0,-1059059.0,-720.0,0.0
Australia,2023-02-24,3900969,6464,0,3668951.0,6240.0,0.0
Australia,2023-02-24,104931,90,0,-3796038.0,-6374.0,0.0
Australia,2023-02-24,1796633,2760,0,1691702.0,2670.0,0.0
Australia,2023-02-24,880207,1322,0,-916426.0,-1438.0,0.0
Australia,2023-02-24,286264,252,0,-593943.0,-1070.0,0.0
Australia,2023-02-24,2874262,7317,0,2587998.0,7065.0,0.0
Australia,2023-02-24,1291077,944,0,-1583185.0,-6373.0,0.0
Australia,2023-02-25,232018,224,0,-1059059.0,-720.0,0.0
Australia,2023-02-25,3900969,6464,0,3668951.0,6240.0,0.0
Australia,2023-02-25,104931,90,0,-3796038.0,-6374.0,0.0
Australia,2023-02-25,1796633,2760,0,1691702.0,2670.0,0.0
Australia,2023-02-25,880207,1322,0,-916426.0,-1438.0,0.0
Australia,2023-02-25,286264,252,0,-593943.0,-1070.0,0.0
Australia,2023-02-25,2874262,7317,0,2587998.0,7065.0,0.0
Australia,2023-02-25,1291077,944,0,-1583185.0,-6373.0,0.0
Australia,2023-02-26,232018,224,0,-1059059.0,-720.0,0.0
Australia,2023-02-26,3900969,6464,0,3668951.0,6240.0,0.0
Australia,2023-02-26,104931,90,0,-3796038.0,-6374.0,0.0
Australia,2023-02-26,1796633,2760,0,1691702.0,2670.0,0.0
Australia,2023-02-26,880207,1322,0,-916426.0,-1438.0,0.0
